Match,Result,,,,,Event,Edition,Date/time,Round/game,Restreamer/location,,HW,AW,HM,AM,,,
513,TBRICKS,3,2,CHRISSY FORD,,Tetris Deathmatch,October 2018,14/10/2018 23:00:00,,Vandweller,,1,0,3,5,,LOVENRAZU,JONAH
514,BATFOY,3,1,MOHAMMAD,,Tetris Deathmatch,October 2018,14/10/2018 23:30:00,,Vandweller,,1,0,11,10,,LOWERCASE,JONAS
515,JELLY,3,1,BURKE,,Tetris Deathmatch,October 2018,15/10/2018 00:00:00,,Vandweller,,1,0,1,3,,LTIQUE,JONESY
516,PROFESSOR_L,0,3,CHRISSY FORD,,Tetris Deathmatch,October 2018,15/10/2018 00:30:00,,Vandweller,,0,1,4,6,,LU_CHRIS,JONO103
517,JAZZYSPNL,2,0,ERIS,,Tetris Deathmatch,October 2018,15/10/2018 01:00:00,,Vandweller,,1,0,1,1,,LU_JOSHUA,JORDAN HARRISON
518,FRIDAYWITCH,1,3,ERIS,,Tetris Deathmatch,October 2018,15/10/2018 01:30:00,,Vandweller,,0,1,10,2,,LU_LUC,JORDAN_CAN
519,VANDWELLER,2,1,TEDDYRUGBY,,Tetris Deathmatch,October 2018,15/10/2018 02:00:00,,Vandweller,,1,0,3,2,,LU_MAXIME,JORGE WHITE
520,DEPCOW,3,1,ALLY_OK,,Tetris Deathmatch,October 2018,15/10/2018 02:30:00,,Vandweller,,1,0,1,4,,LU_TARA,JOSEPH
521,DARTHDREDZ,1,3,BURKE,,Tetris Deathmatch,October 2018,15/10/2018 03:00:00,,Vandweller,,0,1,11,4,,LUCAS3241,JOSH TOLLES
522,PROFESSOR_L,1,3,TBRICKS,,Tetris Deathmatch,October 2018,15/10/2018 03:30:00,,Vandweller,,0,1,5,4,,LUCO,JUICY
523,BULLSEYE,0,2,ERIS,,Tetris Deathmatch,October 2018,15/10/2018 04:00:00,,Vandweller,,0,1,1,3,,LUCY,JUNIOR
524,TBRICKS,1,3,BURKE,,Tetris Deathmatch,October 2018,15/10/2018 05:00:00,,Vandweller,,0,1,5,5,,LUIS,JUST_CALL_ME_AL
525,JONAS,3,2,HARRY,,Other,2018,19/10/2018 18:00:00,,"Portland, Oregon",,1,0,48,45,,LUIS_TETRIS,JUSTIN B
526,HEATHER ITO,2,1,VINCE,,Other,2018,20/10/2018 18:00:00,,"Portland, Oregon",,1,0,1,12,,LUISZABBY,JUSTINMAN
527,BETASTREP,0,2,PATRICK NYFFELER,,CTWC,2018,21/10/2018 17:00:00,Round 0,"Portland, Oregon",,0,1,1,3,,LUKE,JUSTUS
528,BURKE,0,2,TREY HARRISON,,CTWC,2018,21/10/2018 17:00:00,Round 0,"Portland, Oregon",,0,1,6,23,,LUKIDELUXE,KAELGEN
529,KRISTEN STEIN,1,2,MEGARETROMAN,,CTWC,2018,21/10/2018 17:00:00,Round 0,"Portland, Oregon",,0,1,5,19,,LUMINIA,KAINOS
530,PACKIE,2,0,ROBIN MIHARA,,CTWC,2018,21/10/2018 17:00:00,Round 0,"Portland, Oregon",,1,0,7,11,,MACHIETYPEA,KANTO
531,GREG VANDER VELDEN,0,2,DIVCASTE,,CTWC,2018,21/10/2018 17:20:00,Round 0,"Portland, Oregon",,0,1,3,1,,MACK (CANADA),KAROL M
532,JON BAKER,0,2,GIN MORGAN,,CTWC,2018,21/10/2018 17:20:00,Round 0,"Portland, Oregon",,0,1,3,5,,MACKIMATIONS,KAT
533,SAM PARRY,2,0,ETHAN DANIELS,,CTWC,2018,21/10/2018 17:20:00,Round 0,"Portland, Oregon",,1,0,2,11,,MADAS,KDENYE
534,SQUAREWAVE,0,2,SQR,,CTWC,2018,21/10/2018 17:20:00,Round 0,"Portland, Oregon",,0,1,3,12,,MADDY,KEBABSKI
535,GREENTEA,2,0,SAM PARRY,,CTWC,2018,21/10/2018 17:40:00,Round 1,"Portland, Oregon",,1,0,19,3,,MADPEAR,KEITH WONG
536,HARRY,2,0,TREY HARRISON,,CTWC,2018,21/10/2018 17:40:00,Round 1,"Portland, Oregon",,1,0,46,24,,MADVOX,KELSEY
537,QUAID,2,0,STACY,,CTWC,2018,21/10/2018 17:40:00,Round 1,"Portland, Oregon",,1,0,22,2,,MAEDHROS,KENNY
538,TERRY PURCELL,2,0,SCHOOLMASTER,,CTWC,2018,21/10/2018 17:40:00,Round 1,"Portland, Oregon",,1,0,15,13,,MAI,KEVIN
539,BEN MULLEN,2,1,MIKE WINZINEK,,CTWC,2018,21/10/2018 18:00:00,Round 1,"Portland, Oregon",,1,0,37,17,,MAIWINGKOS,KEVIN BIRRELL
540,JOSEPH,2,0,PATRICK NYFFELER,,CTWC,2018,21/10/2018 18:00:00,Round 1,"Portland, Oregon",,1,0,18,4,,MAJOONEZIK,KIBI_BYTE
541,JOSH TOLLES,2,1,PACKIE,,CTWC,2018,21/10/2018 18:00:00,Round 1,"Portland, Oregon",,1,0,13,8,,MAKO,KINETICBEAST
542,KORYAN,2,0,MEGARETROMAN,,CTWC,2018,21/10/2018 18:00:00,Round 1,"Portland, Oregon",,1,0,24,20,,MALAYA,KINGSMAN
543,BUCO,2,0,ELI MARKSTROM,,CTWC,2018,21/10/2018 18:20:00,Round 1,"Portland, Oregon",,1,0,25,17,,MAOSHIZHONG,KIRBY703
544,CHRIS BRADY,0,2,JOEY PARKER,,CTWC,2018,21/10/2018 18:20:00,Round 1,"Portland, Oregon",,0,1,16,21,,MARC MAIER,KIRBYRULZ
545,JEFF,2,1,FRANK WESTPHAL,,CTWC,2018,21/10/2018 18:20:00,Round 1,"Portland, Oregon",,1,0,15,6,,MARCO,KITCOT
546,SVAVAR,2,0,GIN MORGAN,,CTWC,2018,21/10/2018 18:20:00,Round 1,"Portland, Oregon",,1,0,1,6,,MARFRAM,KLEIN
547,ALEX KERR,2,0,SQR,,CTWC,2018,21/10/2018 18:40:00,Round 1,"Portland, Oregon",,1,0,24,13,,MARIKH13,KLYSTYR
548,JAKE STEIN,0,2,CHAD MUSE,,CTWC,2018,21/10/2018 18:40:00,Round 1,"Portland, Oregon",,0,1,7,15,,MARIO LAFLEUR,KNEXOOS
549,JONAS,2,0,DIVCASTE,,CTWC,2018,21/10/2018 18:40:00,Round 1,"Portland, Oregon",,1,0,49,2,,MARIOX,KOFI
550,METALBEAST,0,2,JANI,,CTWC,2018,21/10/2018 18:40:00,Round 1,"Portland, Oregon",,0,1,19,35,,MARK MIGAS,KOIRO
551,ALEX KERR,0,2,QUAID,,CTWC,2018,21/10/2018 19:00:00,Round 2,"Portland, Oregon",,0,1,25,23,,MARLE,KOJTEK
552,HARRY,2,1,TERRY PURCELL,,CTWC,2018,21/10/2018 19:00:00,Round 2,"Portland, Oregon",,1,0,47,16,,MARTS,KOLJAKOALA
553,JONAS,2,0,JOEY PARKER,,CTWC,2018,21/10/2018 19:00:00,Round 2,"Portland, Oregon",,1,0,50,22,,MASTASZ,KOLORADO
554,SVAVAR,2,0,JEFF,,CTWC,2018,21/10/2018 19:00:00,Round 2,"Portland, Oregon",,1,0,2,16,,MATGAMBATTO,KOOLIO
555,GREENTEA,2,0,CHAD MUSE,,CTWC,2018,21/10/2018 19:20:00,Round 2,"Portland, Oregon",,1,0,20,16,,MATT HOLLAND,KORYAN
556,JOSEPH,2,0,JANI,,CTWC,2018,21/10/2018 19:20:00,Round 2,"Portland, Oregon",,1,0,19,36,,MATT MARTIN,KRB
557,JOSH TOLLES,2,0,BEN MULLEN,,CTWC,2018,21/10/2018 19:20:00,Round 2,"Portland, Oregon",,1,0,14,38,,MATT S.C.,KRIM0R
558,KORYAN,2,0,BUCO,,CTWC,2018,21/10/2018 19:20:00,Round 2,"Portland, Oregon",,1,0,25,26,,MAURICESY,KRISTEN
559,GREENTEA,2,0,JOSH TOLLES,,CTWC,2018,21/10/2018 19:40:00,Quarter-Final,"Portland, Oregon",,1,0,21,15,,MAX,KRISTEN STEIN
560,KORYAN,2,0,QUAID,,CTWC,2018,21/10/2018 19:40:00,Quarter-Final,"Portland, Oregon",,1,0,26,24,,MCKICKASS,KRYPTONICK
561,HARRY,1,2,JOSEPH,,CTWC,2018,21/10/2018 20:00:00,Quarter-Final,"Portland, Oregon",,0,1,48,20,,MCMUFFIN,KRZYWY
562,JONAS,2,0,SVAVAR,,CTWC,2018,21/10/2018 20:00:00,Quarter-Final,"Portland, Oregon",,1,0,51,3,,MCPORKCHOP,KUBOXXXXX
563,KORYAN,1,2,JOSEPH,,CTWC,2018,21/10/2018 20:20:00,Semi-Final,"Portland, Oregon",,0,1,27,21,,MDSKLR,KUNFUSINGPOKE
564,GREENTEA,1,2,JONAS,,CTWC,2018,21/10/2018 20:40:00,Semi-Final,"Portland, Oregon",,0,1,22,52,,MECEX,KURRI
565,JOSEPH,3,0,JONAS,,CTWC,2018,21/10/2018 21:00:00,Final,"Portland, Oregon",,1,0,22,53,,MEG,KYIRA
566,LOUIE SKOUIE,2,0,NOEL,,CTM Masters,November 2018,03/11/2018 18:00:00,Round 1,Vandweller,,1,0,4,2,,MEGARETROMAN,KYLEPRECISE
567,TBRICKS,2,0,VANDWELLER,,CTM Masters,November 2018,03/11/2018 18:00:00,Round 1,Vandweller,,1,0,6,4,,MELHK,KYON
568,BEN MULLEN,2,0,SASSYFISH,,CTM Masters,November 2018,03/11/2018 18:20:00,Round 1,Vandweller,,1,0,39,2,,MELONSODA,L_CPP
569,HEZZULI,2,0,AGAMESCOUT,,CTM Masters,November 2018,03/11/2018 18:20:00,Round 1,Vandweller,,1,0,14,3,,MEMORIA,LAKABOT
570,NEOTRISSS,2,1,BIG_RED,,CTM Masters,November 2018,03/11/2018 18:40:00,Round 1,Vandweller,,1,0,1,1,,MENDION,LANA
571,NOQTURN,2,1,CHRISSY FORD,,CTM Masters,November 2018,03/11/2018 18:40:00,Round 1,Vandweller,,1,0,3,7,,MENTAI,LANNHENG
572,ALLY_OK,2,1,FAMAROK,,CTM Masters,November 2018,03/11/2018 19:00:00,Round 1,Vandweller,,1,0,5,1,,MEOWMIXMIX,LAPISLAZULI
573,JAZZTHIEF,2,1,ERIS,,CTM Masters,November 2018,03/11/2018 19:00:00,Round 1,Vandweller,,1,0,8,4,,METALBEAST,LARS FROM TEXAS
574,LASTAROT,2,1,FRAMEDUMP,,CTM Masters,November 2018,03/11/2018 19:20:00,Round 1,Vandweller,,1,0,1,5,,MFRERCK,LASTAROT
575,REVUP,2,1,ADAM,,CTM Masters,November 2018,03/11/2018 19:20:00,Round 1,Vandweller,,1,0,3,4,,MICETRO,LAURENJESSON
576,SQR,2,0,OOFED,,CTM Masters,November 2018,03/11/2018 19:40:00,Round 1,Vandweller,,1,0,14,1,,MICHU,LAZERMONKEY
577,WMD_88,2,0,STEVEN598,,CTM Masters,November 2018,03/11/2018 19:40:00,Round 1,Vandweller,,1,0,9,2,,MICROBLIZZ,LDINOS
578,MOHAMMAD,2,1,ALEJODIOS,,CTM Masters,November 2018,03/11/2018 20:00:00,Round 1,Vandweller,,1,0,11,1,,MIKE H,LEAURAX
579,SCHOOLMASTER,2,0,LANA,,CTM Masters,November 2018,03/11/2018 20:00:00,Round 1,Vandweller,,1,0,14,3,,MIKE WINZINEK,LED ASTRAY
580,KORYAN,2,0,WMD_88,,CTM Masters,November 2018,03/11/2018 20:20:00,Round 2,Vandweller,,1,0,28,10,,MIKE_CAN,LEEPINE
581,SCHOOLMASTER,2,0,REVUP,,CTM Masters,November 2018,03/11/2018 20:20:00,Round 2,Vandweller,,1,0,15,4,,MILO,LEONIQORN
582,JAZZTHIEF,2,0,NEOTRISSS,,CTM Masters,November 2018,03/11/2018 20:40:00,Round 2,Vandweller,,1,0,9,2,,MINERTYLER,LESTERN
583,MOHAMMAD,2,0,SQR,,CTM Masters,November 2018,03/11/2018 20:40:00,Round 2,Vandweller,,1,0,12,15,,MINGO,LG3RM
584,ALLY_OK,2,1,NOQTURN,,CTM Masters,November 2018,03/11/2018 21:00:00,Round 2,Vandweller,,1,0,6,4,,MISSCLICKER,LIAM
585,BEN MULLEN,2,1,HEZZULI,,CTM Masters,November 2018,03/11/2018 21:00:00,Round 2,Vandweller,,1,0,40,15,,MISTEC43,LIFTERIS
586,JANI,2,1,LASTAROT,,CTM Masters,November 2018,03/11/2018 21:20:00,Round 2,Vandweller,,1,0,37,2,,MISTETRIS,LIKEADCARRY2
587,TBRICKS,2,1,LOUIE SKOUIE,,CTM Masters,November 2018,03/11/2018 21:20:00,Round 2,Vandweller,,1,0,7,5,,MITHICAL9,LILLI
588,JANI,2,0,SCHOOLMASTER,,CTM Masters,November 2018,03/11/2018 21:40:00,Quarter-Final,Vandweller,,1,0,38,16,,MITOLEX,LIMAO
589,TBRICKS,2,0,ALLY_OK,,CTM Masters,November 2018,03/11/2018 21:40:00,Quarter-Final,Vandweller,,1,0,8,7,,MLECZAK,LIMEN
590,BEN MULLEN,2,0,MOHAMMAD,,CTM Masters,November 2018,03/11/2018 22:00:00,Quarter-Final,Vandweller,,1,0,41,13,,MOHAMMAD,LIMEN_LAVENDER
591,KORYAN,2,0,JAZZTHIEF,,CTM Masters,November 2018,03/11/2018 22:00:00,Quarter-Final,Vandweller,,1,0,29,10,,MOJA,LIOLIO
592,JANI,2,1,BEN MULLEN,,CTM Masters,November 2018,03/11/2018 22:20:00,Semi-Final,Vandweller,,1,0,39,42,,MONKEY YO,LITTLE_MAC
593,KORYAN,2,0,TBRICKS,,CTM Masters,November 2018,03/11/2018 22:20:00,Semi-Final,Vandweller,,1,0,30,9,,MOODEUCE,LJ FIN
594,KORYAN,3,0,JANI,,CTM Masters,November 2018,03/11/2018 22:40:00,Final,Vandweller,,1,0,31,40,,MOON,LMAO_YEET
595,VANDWELLER,3,2,BIG_RED,,Tetris Deathmatch,November 2018,04/11/2018 23:00:00,,Vandweller,,1,0,5,2,,MORELANDO,LMAOTSETUNG
596,NEOTRISSS,0,3,JAZZTHIEF,,Tetris Deathmatch,November 2018,04/11/2018 23:20:00,,Vandweller,,0,1,3,11,,MORKOS,LOCKY
597,LASTAROT,1,3,JAZZTHIEF,,Tetris Deathmatch,November 2018,04/11/2018 23:40:00,,Vandweller,,0,1,3,12,,MOULIS64,LOGAN
598,BATFOY,2,3,MOHAMMAD,,Tetris Deathmatch,November 2018,05/11/2018 00:00:00,,Vandweller,,0,1,12,14,,MOVIN,LOLCATZ
599,BIG_RED,3,0,NOQTURN,,Tetris Deathmatch,November 2018,05/11/2018 00:20:00,,Vandweller,,1,0,3,5,,MRFAQ,LONGBOY
600,VANDWELLER,3,1,RAINBOWW,,Tetris Deathmatch,November 2018,05/11/2018 00:40:00,,Vandweller,,1,0,6,1,,MRHELDIN,LORD_NOOM
601,JOSEPH,3,0,MOHAMMAD,,Tetris Deathmatch,November 2018,05/11/2018 01:00:00,,Vandweller,,1,0,23,15,,MRSHADOW,LORD4NONI
602,JOSEPH,3,2,BATFOY,,Tetris Deathmatch,November 2018,05/11/2018 01:20:00,,Vandweller,,1,0,24,13,,MRSWARTT,LOUIE SKOUIE
603,NOQTURN,1,3,LASTAROT,,Tetris Deathmatch,November 2018,05/11/2018 01:40:00,,Vandweller,,0,1,6,4,,MS_DROP,LOVENRAZU
604,LOUIE SKOUIE,3,2,PACKIE,,Tetris Deathmatch,November 2018,05/11/2018 02:00:00,,Vandweller,,1,0,6,9,,MT,LOWERCASE
605,CHRISSY FORD,3,0,DARTHDREDZ,,Tetris Deathmatch,November 2018,05/11/2018 02:20:00,,Vandweller,,1,0,8,12,,MUFFYIO,LTIQUE
606,MCPORKCHOP,3,1,LOUIE SKOUIE,,Tetris Deathmatch,November 2018,05/11/2018 02:40:00,,Vandweller,,1,0,3,7,,MUTIGION,LU_CHRIS
607,CHRISSY FORD,1,3,LOUIE SKOUIE,,Tetris Deathmatch,November 2018,05/11/2018 03:00:00,,Vandweller,,0,1,9,8,,MUUNAS,LU_FELIX
608,JANI,3,0,LOUIE SKOUIE,,Tetris Deathmatch,November 2018,05/11/2018 03:20:00,,Vandweller,,1,0,41,9,,MYLES,LU_MIKE
609,BIG_RED,2,3,FRIDAYWITCH,,Tetris Deathmatch,November 2018,05/11/2018 03:40:00,,Vandweller,,0,1,4,11,,MYLES (DAS),LUCAS3241
610,TEDDYRUGBY,2,3,NEOTRISSS,,Tetris Deathmatch,November 2018,05/11/2018 04:00:00,,Vandweller,,0,1,3,4,,NADA,LUCY
611,MCPORKCHOP,0,3,BATFOY,,Tetris Deathmatch,November 2018,05/11/2018 04:20:00,,Vandweller,,0,1,4,14,,NADERAGE,LUIS
612,PACKIE,1,3,BATFOY,,Tetris Deathmatch,November 2018,05/11/2018 04:40:00,,Vandweller,,0,1,10,15,,NANSUCHAO,LUIS_TETRIS
613,PACKIE,1,3,MOHAMMAD,,Tetris Deathmatch,November 2018,18/11/2018 23:00:00,,Vandweller,,0,1,11,16,,NATHAN Y,LUISZABBY
614,PROFESSOR_L,0,3,TBRICKS,,Tetris Deathmatch,November 2018,18/11/2018 23:20:00,,Vandweller,,0,1,6,10,,NDDK,LUKE
615,ERIS,0,3,NEOTRISSS,,Tetris Deathmatch,November 2018,18/11/2018 23:40:00,,Vandweller,,0,1,5,5,,NEMESIS,LUKIDELUXE
616,NORTHING,0,3,NOEL,,Tetris Deathmatch,November 2018,19/11/2018 00:00:00,,Vandweller,,0,1,1,3,,NENU,LUMINIA
617,ADAM,2,3,JELLY,,Tetris Deathmatch,November 2018,19/11/2018 00:20:00,,Vandweller,,0,1,5,2,,NEOTRISSS,M.GUZMAN
618,PACKIE,2,3,PROFESSOR_L,,Tetris Deathmatch,November 2018,19/11/2018 00:40:00,,Vandweller,,0,1,12,7,,NERDTHEBOX,MACHIETYPEA
619,TBRICKS,0,3,MOHAMMAD,,Tetris Deathmatch,November 2018,19/11/2018 01:00:00,,Vandweller,,0,1,11,17,,NERDZZZZZ,MACK (CANADA)
620,XLINK,0,3,ERIS,,Tetris Deathmatch,November 2018,19/11/2018 01:20:00,,Vandweller,,0,1,1,6,,NESCARD,MACKIMATIONS
621,STEVEN598,0,3,HEZZULI,,Tetris Deathmatch,November 2018,19/11/2018 01:40:00,,Vandweller,,0,1,3,16,,NESTEVE,MADDY
622,NEOTRISSS,3,1,NOEL,,Tetris Deathmatch,November 2018,19/11/2018 02:00:00,,Vandweller,,1,0,6,4,,NEURALG,MADPEAR
623,HARRY,0,3,JOSEPH,,Tetris Deathmatch,November 2018,19/11/2018 02:20:00,,Vandweller,,0,1,49,25,,NEURO630,MADVOX
624,BATFOY,3,2,MOHAMMAD,,Tetris Deathmatch,November 2018,19/11/2018 02:40:00,,Vandweller,,1,0,16,18,,NEVANATOR,MAEDHROS
625,MEGARETROMAN,3,1,FRAMEDUMP,,Tetris Deathmatch,November 2018,19/11/2018 03:00:00,,Vandweller,,1,0,21,6,,NEWCAT07,MAI
626,JOSEPH,3,2,JANI,,Tetris Deathmatch,November 2018,19/11/2018 03:20:00,,Vandweller,,1,0,26,42,,NFUTURIST,MAITREHUITIEN
627,SQUAREWAVE,2,3,NOEL,,Tetris Deathmatch,November 2018,19/11/2018 03:40:00,,Vandweller,,0,1,4,5,,NGC MAN,MAIWINGKOS
628,HARRY,4,2,JOSEPH,,Tetris Deathmatch,November 2018,19/11/2018 04:00:00,,Vandweller,,1,0,50,27,,NICKFURY,MAJOONEZIK
629,FAMAROK,2,0,NOEL,,CTM Masters,December 2018,01/12/2018 18:00:00,Round 1,Vandweller,,1,0,2,6,,NICLINN,MAKO
630,LOUIE SKOUIE,2,0,SQUAREWAVE,,CTM Masters,December 2018,01/12/2018 18:00:00,Round 1,Vandweller,,1,0,10,5,,NIGHT,MALAYA
631,BATFOY,2,0,FRIDAYWITCH,,CTM Masters,December 2018,01/12/2018 18:20:00,Round 1,Vandweller,,1,0,17,12,,NIIWO,MAO MAO
632,BEN MULLEN,2,0,AGAMESCOUT,,CTM Masters,December 2018,01/12/2018 18:20:00,Round 1,Vandweller,,1,0,43,4,,NINER80,MAOSHIZHONG
633,JANI,2,0,ARCHINA,,CTM Masters,December 2018,01/12/2018 18:40:00,Round 1,Vandweller,,1,0,43,2,,NISHI,MARC MAIER
634,KORYAN,2,0,ALLY_OK,,CTM Masters,December 2018,01/12/2018 18:40:00,Round 1,Vandweller,,1,0,32,8,,NN29,MARC MAIER (DAS)
635,ADAM,2,0,CROWHUNTT,,CTM Masters,December 2018,01/12/2018 19:00:00,Round 1,Vandweller,,1,0,6,2,,NOAHDENG,MARCO
636,DIVCASTE,2,1,ERIS,,CTM Masters,December 2018,01/12/2018 19:00:00,Round 1,Vandweller,,1,0,3,7,,NOEL,MARIKH13
637,FRAMEDUMP,2,0,NEOTRISSS,,CTM Masters,December 2018,01/12/2018 19:20:00,Round 1,Vandweller,,1,0,7,7,,NOLAN,MARIO LAFLEUR
638,WMD_88,2,0,OOFED,,CTM Masters,December 2018,01/12/2018 19:20:00,Round 1,Vandweller,,1,0,11,2,,NOMORI,MARIUSJXN
639,DARTHDREDZ,2,1,KOIRO,,CTM Masters,December 2018,01/12/2018 19:40:00,Round 1,Vandweller,,1,0,13,1,,NOODLE,MARK MIGAS
640,TBRICKS,2,0,HEZZULI,,CTM Masters,December 2018,01/12/2018 19:40:00,Round 1,Vandweller,,1,0,12,17,,NOQTURN,MARLE
641,JAZZTHIEF,2,1,MOODEUCE,,CTM Masters,December 2018,01/12/2018 20:00:00,Round 1,Vandweller,,1,0,13,1,,NORTHING,MARTIN_NOR
642,STEVEN598,2,0,NOQTURN,,CTM Masters,December 2018,01/12/2018 20:00:00,Round 1,Vandweller,,1,0,4,7,,NOTOBIII,MARTS
643,JANI,2,0,WMD_88,,CTM Masters,December 2018,01/12/2018 20:20:00,Round 2,Vandweller,,1,0,44,12,,NOWI,MARY POWELL
644,LASTAROT,2,0,LANA,,CTM Masters,December 2018,01/12/2018 20:20:00,Round 1,Vandweller,,1,0,5,4,,NTAM117,MASTASZ
645,BEN MULLEN,2,0,TBRICKS,,CTM Masters,December 2018,01/12/2018 20:40:00,Round 2,Vandweller,,1,0,44,13,,NTD1928,MATGAMBATTO
646,KORYAN,2,0,DIVCASTE,,CTM Masters,December 2018,01/12/2018 20:40:00,Round 2,Vandweller,,1,0,33,4,,NTEK,MATT HOLLAND
647,ADAM,2,1,FRAMEDUMP,,CTM Masters,December 2018,01/12/2018 21:00:00,Round 2,Vandweller,,1,0,7,8,,OBELEX,MATT M (MIDWEST)
648,CHRISSY FORD,2,0,STEVEN598,,CTM Masters,December 2018,01/12/2018 21:00:00,Round 2,Vandweller,,1,0,10,5,,ODINNLOGI,MATT MARTIN
649,FAMAROK,2,1,LASTAROT,,CTM Masters,December 2018,01/12/2018 21:20:00,Round 2,Vandweller,,1,0,3,6,,ODRACHESS,MATT S.C.
650,LOUIE SKOUIE,2,0,DARTHDREDZ,,CTM Masters,December 2018,01/12/2018 21:20:00,Round 2,Vandweller,,1,0,11,14,,OEUFMEANSEGG,MATT_USA
651,BATFOY,2,0,JAZZTHIEF,,CTM Masters,December 2018,01/12/2018 21:40:00,Round 2,Vandweller,,1,0,18,14,,OFFWO,MAURICESY
652,KORYAN,2,0,CHRISSY FORD,,CTM Masters,December 2018,01/12/2018 21:40:00,Quarter-Final,Vandweller,,1,0,34,11,,OGLOP,MAX
653,BATFOY,2,1,ADAM,,CTM Masters,December 2018,01/12/2018 22:00:00,Quarter-Final,Vandweller,,1,0,19,8,,OHAY,MCKICKASS
654,BEN MULLEN,2,1,FAMAROK,,CTM Masters,December 2018,01/12/2018 22:00:00,Quarter-Final,Vandweller,,1,0,45,4,,OKTOPUSE,MCPORKCHOP
655,KORYAN,2,0,BATFOY,,CTM Masters,December 2018,01/12/2018 22:20:00,Semi-Final,Vandweller,,1,0,35,20,,OLDTAPPER,MECEX
656,LOUIE SKOUIE,2,1,JANI,,CTM Masters,December 2018,01/12/2018 22:20:00,Quarter-Final,Vandweller,,1,0,12,45,,ONEPOUNDBOBBY,MEESY176
657,BEN MULLEN,2,1,LOUIE SKOUIE,,CTM Masters,December 2018,01/12/2018 22:40:00,Semi-Final,Vandweller,,1,0,46,13,,ONLYMX13,MEG
658,KORYAN,3,0,BEN MULLEN,,CTM Masters,December 2018,01/12/2018 23:00:00,Final,Vandweller,,1,0,36,47,,OOFED,MEGARETROMAN
659,TERRY PURCELL,1,3,ADAM CORNELIUS,,Other,2018,06/12/2018 03:00:00,,Classictetris,,0,1,17,4,,OOFIE,MELHK
660,BRODINDAMP,0,2,TREY HARRISON,,CTWQ WestCoast,2019,05/01/2019 18:00:00,Round 1,"Pomona, California",,0,1,1,25,,OPAUX,MELISSA
661,KOIRO,2,0,FREDHOLM,,CTM Masters,January 2019,05/01/2019 18:00:00,Round 1,Vandweller,,1,0,2,5,,ORBANOV,MELONSODA
662,TBRICKS,2,0,ADAM,,CTM Masters,January 2019,05/01/2019 18:00:00,Round 1,Vandweller,,1,0,14,9,,ORUCS,MEMORIA
663,JANI,2,1,OOFED,,CTM Masters,January 2019,05/01/2019 18:20:00,Round 1,Vandweller,,1,0,46,3,,OSCAR,MENDION
664,MOHAMMAD,2,0,FRAMEDUMP,,CTM Masters,January 2019,05/01/2019 18:20:00,Round 1,Vandweller,,1,0,19,9,,OUTCAST,MENTAI
665,QUAID,2,0,AGAMESCOUT,,CTWQ WestCoast,2019,05/01/2019 18:20:00,Round 1,"Pomona, California",,1,0,25,5,,OWEN,METALBEAST
666,BATFOY,2,1,LOUIE SKOUIE,,CTM Masters,January 2019,05/01/2019 18:40:00,Round 1,Vandweller,,1,0,21,14,,PACKIE,METR
667,HARRY,2,0,PACKIE,,CTWQ WestCoast,2019,05/01/2019 18:40:00,Round 1,"Pomona, California",,1,0,51,13,,PACO,MFRERCK
668,SQR,2,1,HEZZULI,,CTM Masters,January 2019,05/01/2019 18:40:00,Round 1,Vandweller,,1,0,16,18,,PALAO,MI5MEFAIL
669,GREENTEA,2,0,JAZZTHIEF,,CTM Masters,January 2019,05/01/2019 19:00:00,Round 1,Vandweller,,1,0,23,15,,PANDABEAR314,MICETRO
670,JOSEPH,2,1,NOZTROM,,CTWQ WestCoast,2019,05/01/2019 19:00:00,Round 1,"Pomona, California",,1,0,28,1,,PANQUEQUEQUE,MICHELLE
671,KORYAN,2,0,LASTAROT,,CTM Masters,January 2019,05/01/2019 19:00:00,Round 1,Vandweller,,1,0,37,7,,PARADOINK,MICHU
672,GREENTEA,2,0,BATFOY,,CTM Masters,January 2019,05/01/2019 19:20:00,Quarter-Final,Vandweller,,1,0,24,22,,PASTELCHARLIE,MICROBLIZZ
673,JOSEPH,2,0,TREY HARRISON,,CTWQ WestCoast,2019,05/01/2019 19:20:00,Semi-Final,"Pomona, California",,1,0,29,26,,PAT G,MICWOJ
674,KORYAN,2,0,TBRICKS,,CTM Masters,January 2019,05/01/2019 19:20:00,Quarter-Final,Vandweller,,1,0,38,15,,PAUL YEO,MIKA_USA
675,MOHAMMAD,2,0,JANI,,CTM Masters,January 2019,05/01/2019 19:40:00,Quarter-Final,Vandweller,,1,0,20,47,,PEEKAYRIC,MIKE H
676,QUAID,2,1,HARRY,,CTWQ WestCoast,2019,05/01/2019 19:40:00,Semi-Final,"Pomona, California",,1,0,26,52,,PEEKAYRIC (DAS),MIKE I
677,SQR,2,0,KOIRO,,CTM Masters,January 2019,05/01/2019 19:40:00,Quarter-Final,Vandweller,,1,0,17,3,,PENGUINPANIC,MIKE OWEN
678,GREENTEA,3,0,MOHAMMAD,,CTM Masters,January 2019,05/01/2019 20:00:00,Semi-Final,Vandweller,,1,0,25,21,,PEPE,MIKE WINZINEK
679,JOSEPH,3,0,QUAID,,CTWQ WestCoast,2019,05/01/2019 20:00:00,Final,"Pomona, California",,1,0,30,27,,PERIDOT,MILE
